"","Trcid","Title","Shortdescription","Longdescription","Calendarsummary","TitleEN","ShortdescriptionEN","LongdescriptionEN","CalendarsummaryEN","Types","Ids","Locatienaam","City","Adres","Zipcode","Latitude","Longitude","Urls","Media","Thumbnail","Datepattern_startdate","Datepattern_enddate","Singledates","Type1","Lastupdated","X"
"326","abe04e14-a0f5-4641-98b9-6c5838dc2b6b","Portugese proeverij bij A Loja","Een stukje Portugal in Amsterdam: dat is A Loja, een charmante delicatessenzaak met lokale producten. Eigenaren Tomaz en Erica Furtado nemen je mee op culinaire ontdekkingsreis. Geniet van de proeverij van wijnen en typisch Portugese vis uit blik!","<h2>Rechtstreeks uit Portugal</h2> <p>In delicatessenzaak A Loja waan je je in Oud-Zuid gewoon even aan de Portugese kust. Broer en zus Tomaz en Erica Furtado vertellen je alles over de heerlijkheden uit verschillende streken in Portugal. De lekkerste Portugese wijnen, port, kaas, vis en koffie van lokale bedrijven. Laat je tijdens een speciale proeverij verwennen met een selectie van hun wijn en typische vis uit blik! </p> <h2>Praktische info</h2> <ul>     <li>Programma is onder voorbehoud. Houd rekening met beperkte capaciteit, vol = vol.</li>     <li><strong>Taal:</strong> alle</li>     <li><strong>Minimumleeftijd: </strong>18 jaar</li> </ul> <h2>24H Amsterdam</h2> <p>Dit event is onderdeel van het <a href=&quot:http://www.iamsterdam.com/nl/uit-in-amsterdam/uit/24h-amsterdam/24h-zuid&quot: target=&quot:_blank&quot:>24H Zuid programma</a>. 24H Amsterdam biedt de kans om alles dat Amsterdamse buurten te bieden hebben in een tijdsbestek van 24 uur te ontdekken. Theaters, musea, winkels, hotels en clubs openen hun deuren en stellen verrassende programma's samen. Elke editie van 24H vindt in een ander deel van de stad plaats. Lees er meer over op <a href=&quot:http://www.iamsterdam.com/nl/uit-in-amsterdam/uit/24h-amsterdam&quot: target=&quot:_blank&quot:>24H Amsterdam</a>. </p>","Za 24 september 2016 17:00 uur.","Portuguese food tasting at A Loja","A Loja is a charming Portuguese deli in Amsterdam. For 24H Zuid, owners Tomaz and Erica Furtado take visitors on a culinary journey of discovery though their home country. ","<h2>Straight from Portugal </h2> <p>Wine, port, cheese, fish and coffee &ndash: the list of Portuguese delicacies at A Loja is long. Taste some at this special sampling session. </p> <h2> </h2> <h2>Practical information</h2> <p>Programme subject to change: limited availability<br /> Language: Suitable for non-Dutch speakers <br /> Minimum age: 18 </p> <h2>24H Amsterdam</h2> <p>This event is part of the <a href=&quot:http://www.iamsterdam.com/en/visiting/whats-on/24h-amsterdam/24h-zuid&quot: target=&quot:_blank&quot:>24H Zuid programme</a>. 24H Amsterdam offers a chance to discover all that Amsterdam&rsquo:s neighbourhoods have to offer in a 24-hour period, as theatres, museums, shops, hotels and clubs open their doors and throw up some special surprises. Each edition of 24H is dedicated to a different part of town. Find out more at <a href=&quot:http://www.iamsterdam.com/en/visiting/whats-on/24h-amsterdam&quot: target=&quot:_blank&quot:>24H Amsterdam</a>. </p>","Sa 24 September 2016 17:00 hour.","","2.3.6","Portugese proeverij bij A Loja","AMSTERDAM","Hendrik Jacobszstraat 14","1075 PD","52,3516180","4,8600800","","","","","","24-09-2016",NA,"2016-08-17 12:43:45",NA
"327","0dc463a9-03fe-4dd6-93e7-ec7fd11438db","Kom dansen bij Old School","Ooit zaten leerlingen braaf in de klas van deze voormalige ROC-school, maar met Old School heeft Amsterdam-Zuid er een creatieve hotspot bij. Eten, theater, muziek, bijzondere performances en lekkere feestjes! Dans de nacht in! ","<h2>Eten en/of dansen</h2> <p>Horeca, kunst, cultuur en creatieve ondernemingen: ze komen allemaal samen op creatieve broedplaats Old School Amsterdam. Voor 22:00 uur kun je eten in het industri&euml:le en toch knusse restaurant van Old School (dit kost &euro:25,00). Tijdens het eten wordt je getrakteerd op een theatershow en een bijzondere performance. Na 22:00 uur is het gratis entree voor iedereen die dansend tot in de vroege uurtjes de nacht wil beleven! </p> <h2>Praktische info</h2> <ul>     <li>Programma is onder voorbehoud. Houd rekening met beperkte capaciteit, vol = vol.</li>     <li><strong>Aanmelden:</strong> per e-mail via <a href=&quot:mailto:info@oldschoolamsterdam.nl&quot: target=&quot:blank&quot:>info@oldschoolamsterdam.nl</a>, na 22:00 vrije inloop</li>     <li><strong>Taal:</strong> Nederlands</li>     <li><strong>Minimumleeftijd: </strong>18 jaar</li>     <li><strong>Prijs:</strong> &euro:25,00 voor een driegangendiner</li> </ul> <h2>24H Amsterdam</h2> <p>Dit event is onderdeel van het <a href=&quot:http://www.iamsterdam.com/nl/uit-in-amsterdam/uit/24h-amsterdam/24h-zuid&quot: target=&quot:_blank&quot: re_target=&quot:_blank&quot:>24H Zuid programma</a>. 24H Amsterdam biedt de kans om alles dat Amsterdamse buurten te bieden hebben in een tijdsbestek van 24 uur te ontdekken. Theaters, musea, winkels, hotels en clubs openen hun deuren en stellen verrassende programma's samen. Elke editie van 24H vindt in een ander deel van de stad plaats. Lees er meer over op <a href=&quot:http://www.iamsterdam.com/nl/uit-in-amsterdam/uit/24h-amsterdam&quot: target=&quot:_blank&quot: re_target=&quot:_blank&quot:>24H Amsterdam</a>. </p>","Za 24 september 2016 19:00 uur.","Come dance at Old School","Creative hotspot Old School hosts a dinner (for ?25), plus theatre, music, performances and a party. ","<h2>Eat and/or dance</h2> <p>Old School combines art, culture, creative businesses and gastronomy in, yes, a former school building. Today's evening starts with a three-course dinner (plus performances) for &euro:25, and from 22:00, everyone is welcome for free for drinks and dances. </p> <h2>Practical information</h2> <p>Programme subject to change. <br /> Language: performances in Dutch  <br /> Time: Dinner: 19.00-22.00: party: 22.00-03.00<br /> Register: email info@oldschoolamsterdam.nl (for the dinner)<br /> Minimum age: 18 years </p> <h2>24H Amsterdam</h2> <p>This event is part of the <a href=&quot:http://www.iamsterdam.com/en/visiting/whats-on/24h-amsterdam/24h-zuid&quot: target=&quot:_blank&quot: re_target=&quot:_blank&quot:>24H Zuid programme</a>. 24H Amsterdam offers a chance to discover all that Amsterdam&rsquo:s neighbourhoods have to offer in a 24-hour period, as theatres, museums, shops, hotels and clubs open their doors and throw up some special surprises. Each edition of 24H is dedicated to a different part of town. Find out more at <a href=&quot:http://www.iamsterdam.com/en/visiting/whats-on/24h-amsterdam&quot: target=&quot:_blank&quot: re_target=&quot:_blank&quot:>24H Amsterdam</a>. </p>","Sa 24 September 2016 19:00 hour.","","2.3.6","Kom dansen bij Old School","AMSTERDAM","Gaasterlandstraat 3-5","1079 RH","52,3376790","4,8972680","http://www.oldschoolamsterdam.nl","https://media.iamsterdam.com/ndtrc/Images/0d/0dc463a9-03fe-4dd6-93e7-ec7fd11438db/8431f32d-7db8-4ff8-ac42-3405c96dd5f1.jpg,https://media.iamsterdam.com/ndtrc/Images/0d/0dc463a9-03fe-4dd6-93e7-ec7fd11438db/baf1facd-a410-49bc-a23d-f919dc0fbaad.jpg,https://media.iamsterdam.com/ndtrc/Images/0d/0dc463a9-03fe-4dd6-93e7-ec7fd11438db/4525404b-c354-412c-86a0-a10664cbd019.jpg","https://media.iamsterdam.com/ndtrc/Images/0d/0dc463a9-03fe-4dd6-93e7-ec7fd11438db/8431f32d-7db8-4ff8-ac42-3405c96dd5f1.jpg","","","24-09-2016",NA,"2016-08-17 12:16:24",NA
"328","0fe51517-6dbc-4665-9bfc-10cceab3bff8","Dick Swaab - Ons creatieve brein","Dick Swaab is hoogleraar, schrijver en neurobioloog. Op deze avond verzorgt hij een college over zijn nieuwe boek 'Ons creatieve brein - Hoe mens en wereld elkaar maken' dat najaar 2016 verschijnt. Hoe zit dat nou met de hersenen van pubers, wat gebeurt er als je verliefd bent, valt homoseksualiteit te verklaren? De zin en onzin van therapie, antidepressiva, alternatieve geneeswijzen, agressie, moreel gedrag en geloof, meditatie. Na dit college begrijpt u beter waarom u bent wie u bent. Te zien op dinsdag 6 december bij Schouwburg Amstelveen.","","Di 6 december 2016 20:00 uur.","Dick Swaab - Ons creatieve brein","","","Tu 6 December 2016 20:00 hour.","","2.3.9","Schouwburg Amstelveen","AMSTELVEEN","Stadsplein 100","1181 ZM","52,3028070","4,8587020","http://www.schouwburgamstelveen.nl/seizoen-16-17/dick-swaab/?ypeventid=634818561-1455785467","https://media.iamsterdam.com/ndtrc/Images/0f/0fe51517-6dbc-4665-9bfc-10cceab3bff8/205d3756-fb7c-437d-8791-102178b11fa9.jpg","https://media.iamsterdam.com/ndtrc/Images/0f/0fe51517-6dbc-4665-9bfc-10cceab3bff8/205d3756-fb7c-437d-8791-102178b11fa9.jpg","","","06-12-2016",NA,"2016-05-23 15:26:56",NA
"329","ff62ec1a-a630-4ef5-a45b-7f42f2b9c5b9","Abel Herzberglezing door Arnon Grunberg","Schrijver Arnon Grunberg spreekt de 27ste Abel Herzberglezing uit met de titel Werelddominantie.  In 'Werelddominantie' onderzoekt Arnon Grunberg het verband tussen oorlog, vluchtelingen, zondebokken en sekstoerisme. Op 18 september in de Rode Hoed.  ","<h2>Abel Herzberglezing</h2> De Abel Herzberglezing wordt sinds 1990 in samenwerking met Trouw georganiseerd. Prominenten spreken een lezing uit ter nagedachtenis aan de advocaat, procureur, toneel- en (kroniek)schrijver en essayist Abel Herzberg (Amsterdam, 1893-1989).","Zo 18 september 2016 15:30 uur.","Abel Herzberglezing door Arnon Grunberg","","","Su 18 September 2016 15:30 hour.","","2.3.9","De Rode Hoed","AMSTERDAM","Keizersgracht 102","1015 CV","52,3773370","4,8872980","http://www.rodehoed.nl","https://media.iamsterdam.com/ndtrc/Images/ff/ff62ec1a-a630-4ef5-a45b-7f42f2b9c5b9/f2ba45a9-a3bc-4641-b0ed-3f7eef6a8a44.jpg","https://media.iamsterdam.com/ndtrc/Images/ff/ff62ec1a-a630-4ef5-a45b-7f42f2b9c5b9/f2ba45a9-a3bc-4641-b0ed-3f7eef6a8a44.jpg","","","18-09-2016",NA,"2016-06-27 15:02:42",NA
"330","e6cf6a81-36b3-4216-874f-097ae438feba","Het Nationale Toneel leest Sir Thomas More","Het Nationale Toneel verzorgt op zondagmiddag 25 september een scenische lezing van het niet eerder in Nederland opgevoerde biografische drama 'Sir Thomas More'. Aansluitend zal een aantal filosofen en politicologen met elkaar in gesprek gaan over 'politieke fictie en het schrijven onder censuur'.","Londen, 1535: de Britse humanist en staatsman Thomas More staat op het schavot. Als schrijver van de politieke fantasie Utopia is hij al een beroemdheid in heel Europa. In eigen land is More echter in aanvaring gekomen met koning Henry VIII. Zijn leven is niet meer te redden. Zestig jaar na de dood van Sir Thomas More (1535) schrijft een groep Britse toneelschrijvers, waaronder William Shakespeare, een toneelstuk over zijn geschiedenis. Het is een onderneming op het scherpst van de snede, want in het protestantse Engeland kan de godsdiensttwist elk moment weer oplaaien. <p> </p>","Zo 25 september 2016 15:00 uur.","Het Nationale Toneel leest Sir Thomas More","","","Su 25 September 2016 15:00 hour.","","2.3.9","De Rode Hoed","AMSTERDAM","Keizersgracht 102","1015 CV","52,3773370","4,8872980","http://www.rodehoed.nl","https://media.iamsterdam.com/ndtrc/Images/e6/e6cf6a81-36b3-4216-874f-097ae438feba/0a5b0955-1022-49b4-a691-9e78f8191b8c.jpg","https://media.iamsterdam.com/ndtrc/Images/e6/e6cf6a81-36b3-4216-874f-097ae438feba/0a5b0955-1022-49b4-a691-9e78f8191b8c.jpg","","","25-09-2016",NA,"2016-06-27 15:06:41",NA
"331","9318c85f-761e-4815-ad5b-60aec461587c","Wandelgesprekken","Tijdens de tentoonstelling Once in a Lifetime in de Oude Kerk in Amsterdam, is er iedere zaterdag een Wandelgesprek. Sprekers vanuit verschillende kennisgebieden gidsen je door de tentoonstelling en bespreken de (levens)vragen die de kunstwerken oproepen. De tentoonstelling Once in a Lifetime is tot en met 28 augustus 2016 te zien.","<h2>Sprekers wandelgesprekken</h2> 02-07: Boris van der Ham<br /> 09-07: Boris van der Ham<br /> 16-07: Abdelkader Benali<br /> 23-07: Marjo van Bergen<br /> 30-07: Leoni van der Water<br /> 06-08: Funda M&uuml:dje<br /> 13-08: Lammert Kamphuis<br /> 20-08: Karin Amatmoekrim<br /> 27-08: Jasper Krabb&eacute: en Nina Folkersma","Meerdere data: Vanaf za 2 juli 2016 t/m za 27 augustus 2016.","Wandelgesprekken","","","Multiple data: from Sa 2 July 2016 to Sa 27 August 2016.","","2.3.9","Oude Kerk Amsterdam","AMSTERDAM","Oudekerksplein 23","1012 GX","52,3741640","4,8979220","http://www.humanistischverbond.nl/once-in-a-lifetime-tentoonstelling","https://media.iamsterdam.com/ndtrc/Images/93/9318c85f-761e-4815-ad5b-60aec461587c/7193b7ba-2b57-43e9-a658-363192386293.jpg","https://media.iamsterdam.com/ndtrc/Images/93/9318c85f-761e-4815-ad5b-60aec461587c/7193b7ba-2b57-43e9-a658-363192386293.jpg","","","02-07-2016,09-07-2016,16-07-2016,23-07-2016,30-07-2016,06-08-2016,13-08-2016,20-08-2016,27-08-2016",NA,"2016-07-05 13:27:16",NA
"332","b287b7ac-9dd0-4175-80a8-b2cf98adca60","In Memoriam met Nelleke Noordervliet","Een gesproken biografie over de kracht van de herinnering, een visie op het leven en een wens hoe herinnerd te willen worden?Op 25 augustus 2016 in de Oude Kerk in Amsterdam, in het kader van de tentoonstelling Once in a Lifetime.  ","","Do 25 augustus 2016 20:00 - 21:30 uur.","In Memoriam met Nelleke Noordervliet","","","Th 25 August 2016 20:00 - 21:30 hour.","","2.3.9","Oude Kerk Amsterdam","AMSTERDAM","Oudekerksplein 23","1012 GX","52,3741640","4,8979220","http://www.humanistischverbond.nl/once-in-a-lifetime-tentoonstelling","https://media.iamsterdam.com/ndtrc/Images/b2/b287b7ac-9dd0-4175-80a8-b2cf98adca60/8453693c-cfa4-47f7-9927-6c255bc31699.jpg","https://media.iamsterdam.com/ndtrc/Images/b2/b287b7ac-9dd0-4175-80a8-b2cf98adca60/8453693c-cfa4-47f7-9927-6c255bc31699.jpg","","","25-08-2016",NA,"2016-07-05 13:39:26",NA
"333","00b4f030-2ab4-4bec-869d-cd8a5c5365ff","Amsterdam in gesprek","Spraakmakende gastsprekers worden geïnterviewd over onderwerpen uit de Amsterdamse geschiedenis of plaatsen een actueel onderwerp in historisch perspectief. Elke 1e en 3e zondag van de maand, om 15.00 uur in Stadsarchief in Amsterdam.","<h2>Programma</h2> Elke eerste en derde zondag van de maand. Kijk voor het programma en de sprekers op de <a target=&quot:_blank&quot: href=&quot:http://stadsarchief.amsterdam.nl/actueel/programma/index.nl.html&quot:>website van het Stadsarchief</a>","Meerdere data: Vanaf zo 7 februari 2016 t/m zo 18 december 2016.","Amsterdam in gesprek","","","Multiple data: from Su 7 February 2016 to Su 18 December 2016.","","2.3.9","Stadsarchief Amsterdam","AMSTERDAM","Vijzelstraat 32","1017 HL","52,3646200","4,8923060","http://www.stadsarchief.amsterdam.nl","https://media.iamsterdam.com/ndtrc/Images/00/00b4f030-2ab4-4bec-869d-cd8a5c5365ff/cd312625-df96-47b4-be49-c4c480073d17.jpg","https://media.iamsterdam.com/ndtrc/Images/00/00b4f030-2ab4-4bec-869d-cd8a5c5365ff/cd312625-df96-47b4-be49-c4c480073d17.jpg","","","07-02-2016,21-02-2016,06-03-2016,20-03-2016,03-04-2016,17-04-2016,05-06-2016,19-06-2016,01-05-2016,02-10-2016,16-10-2016,06-11-2016,20-11-2016,04-12-2016,18-12-2016",NA,"2016-07-13 16:00:59",NA
"334","faeeb3de-8ba6-46ce-b9cf-abbb86f7859b","Begin van de herfst","Aan het begin van elk seizoen organiseert actrice en theatermaakster Ricky Koole met een groep betrokkenen een 'dienst voor ongelovigen'. Met een inspirerende preek door een bekende spreker. In De Nieuwe Liefde in Amsterdam op 21 september 2016. ","","Wo 21 september 2016 20:00 uur.","Begin van de herfst","","","We 21 September 2016 20:00 hour.","","2.3.9","De Nieuwe Liefde","AMSTERDAM","Da Costakade 102","1053 WP","52,3697580","4,8714000","http://www.denieuweliefde.com","https://media.iamsterdam.com/ndtrc/Images/fa/faeeb3de-8ba6-46ce-b9cf-abbb86f7859b/d594f7e8-3a0c-4e08-a779-9b1fafecc17a.jpg","https://media.iamsterdam.com/ndtrc/Images/fa/faeeb3de-8ba6-46ce-b9cf-abbb86f7859b/d594f7e8-3a0c-4e08-a779-9b1fafecc17a.jpg","","","21-09-2016",NA,"2016-07-20 15:17:31",NA
"335","9d5883ec-dacf-4a6b-941c-8666be410d9f","Barts BoekenClub","Barts BoekenClub is een eigentijdse literaire talkshow in Het Betty Asfalt Complex te Amsterdam op initiatief van Paul Haenen en Dammie van Geest. In een intieme huiskamer setting voert Bart Gielen openhartige en interactieve gesprekken met uiteenlopende schrijvers ?zowel fictie als non-fictie- over hun (nieuwste) werk. Barts BoekenClub is laagdrempelig, niet oppervlakkig en alles behalve elitair.","<h2>Bart Gielen ontvangt diverse gasten</h2> <br /> <p> Eerdere gesprekken zijn terug te zien via het youtubekanaal van <a target=&quot:_blank&quot: href=&quot:https://www.youtube.com/channel/UCPXyiu0kzMvDm5N1XXO0uJA&quot: re_target=&quot:_blank&quot:>Barts Boekenclub</a>  </p>","Meerdere data: Vanaf zo 7 februari 2016 t/m wo 26 oktober 2016.","Barts BoekenClub","","","Multiple data: from Su 7 February 2016 to We 26 October 2016.","","2.3.9","Betty Asfalt Complex","AMSTERDAM","Nieuwezijds Voorburgwal 282","1012 RT","52,3711290","4,8900410","http://www.bettyasfalt.nl","https://media.iamsterdam.com/ndtrc/Images/9d/9d5883ec-dacf-4a6b-941c-8666be410d9f/27791118-f8ae-4ae4-9d32-e2e6f7062536.jpg,http://www.youtube.com/v/5HzKeL0OdAA","https://media.iamsterdam.com/ndtrc/Images/9d/9d5883ec-dacf-4a6b-941c-8666be410d9f/27791118-f8ae-4ae4-9d32-e2e6f7062536.jpg","","","07-02-2016,21-02-2016,06-03-2016,20-03-2016,06-04-2016,20-04-2016,11-05-2016,25-05-2016,28-09-2016,12-10-2016,26-10-2016",NA,"2016-07-25 11:00:36",NA
"336","36c273d4-f79e-4545-b65f-14580f2be6e6","Wakker Worden Kinderlezing: Kunnen we op Mars wonen?","Planeetonderzoeker Sebastiaan de Vet vertelt over overleven op een andere planeet. 8 - 12 jaar. In NEMO Science Museum in Amsterdam, op 25 september 2016.","<h2>Op zoek naar antwoorden</h2> Tijdens iedere Wakker Worden Kinderlezing staat een echte kindervraag centraal. Samen met een wetenschapper ga je met proefjes en opdrachten op zoek naar het antwoord. Het is dus lekker interactief en je leert er veel van. Meer informatie en inschrijven via: <a target=&quot:_blank&quot: href=&quot:http://www.nemosciencemuseum.nl/nl/wat-is-er-te-doen/activiteiten/wakker-worden-lezingen/&quot:>www.nemosciencemuseum.nl/wakkerwordenlezingen</a>.","Zo 25 september 2016 11:00 uur, zo 25 september 2016 13:00 uur.","Wakker Worden Kinderlezing: Kunnen we op Mars wonen?","","","Su 25 September 2016 11:00 hour, Su 25 September 2016 13:00 hour.","","2.3.9","NEMO Science Museum","AMSTERDAM","Oosterdok 2","1011 VX","52,3742380","4,9120140","","https://media.iamsterdam.com/ndtrc/Images/36/36c273d4-f79e-4545-b65f-14580f2be6e6/fd040915-c151-4603-8094-933780a15f91.jpg","https://media.iamsterdam.com/ndtrc/Images/36/36c273d4-f79e-4545-b65f-14580f2be6e6/fd040915-c151-4603-8094-933780a15f91.jpg","","","25-09-2016,25-09-2016",NA,"2016-07-26 15:48:09",NA
"337","7548c169-43df-4127-b3b3-9af460929cbb","Café De Nieuwe Liefde","Ontspannen interviewprogramma. Stephan Sanders gaat in gesprek met drie gasten over actualiteit, kunst en cultuur. Afgewisseld met een column en livemuziek. Op 16 september 2016 in De Nieuwe Liefde in Amsterdam.","<p> </p>","Vr 16 september 2016 18:00 uur.","Café De Nieuwe Liefde","","","Fr 16 September 2016 18:00 hour.","","2.3.9","De Nieuwe Liefde","AMSTERDAM","Da Costakade 102","1053 WP","52,3698360","4,8715840","http://www.denieuweliefde.com","https://media.iamsterdam.com/ndtrc/Images/75/7548c169-43df-4127-b3b3-9af460929cbb/93efd447-d908-406c-a7cd-8e9f901a6f68.jpg,https://media.iamsterdam.com/ndtrc/Images/75/7548c169-43df-4127-b3b3-9af460929cbb/3253acfb-cc71-4a46-9616-26668a8ba4fa.jpg,https://media.iamsterdam.com/ndtrc/Images/75/7548c169-43df-4127-b3b3-9af460929cbb/e28c7613-7507-47df-a8a3-e367ed175f77.jpg,http://www.youtube.com/v/I8ZXKqYc3ys","https://media.iamsterdam.com/ndtrc/Images/75/7548c169-43df-4127-b3b3-9af460929cbb/93efd447-d908-406c-a7cd-8e9f901a6f68.jpg","","","16-09-2016",NA,"2016-07-29 15:59:38",NA
"338","32723203-2189-448b-97d2-7859ee39319b","Jonge Schrijversavond","Maak kennis met de literatuur van de toekomst. Nederlandse schrijvers dragen voor uit eigen werk, waarna ze worden geïnterviewd en hun werk signeren. Tevens uitreiking van de Gouden Schrijfmachine. In Stadsschouwburg Amsterdam, op 30 september 2016. ","","Vr 30 september 2016 19:30 uur.","Jonge Schrijversavond","","","Fr 30 September 2016 19:30 hour.","","2.3.9","Stadsschouwburg Amsterdam","AMSTERDAM","Leidseplein 26","1017 PT","52,3638660","4,8824200","http://stadsschouwburgamsterdam.nl/","https://media.iamsterdam.com/ndtrc/Images/32/32723203-2189-448b-97d2-7859ee39319b/1e0e8462-01a2-4a15-8229-1fad3c51b744.jpg","https://media.iamsterdam.com/ndtrc/Images/32/32723203-2189-448b-97d2-7859ee39319b/1e0e8462-01a2-4a15-8229-1fad3c51b744.jpg","","","30-09-2016",NA,"2016-08-01 09:45:44",NA
"339","a8783be4-b9c4-45fa-bedd-f63e878254dc","Lezingenreeks Amsterdam en Stadsherstel","Amstelkerk Amsterdam | 10, 24 mei, 14 juni, 13 september, 4, 25 oktober. Ontdek de onstaansgeschiedenis van de stad Amsterdam.","<h2>60 Jaar Stadsherstel</h2> Stadsherstel organiseert vanwege het 60-jarig jubileum een unieke lezingenreeks over de ontstaansgeschiedenis van Stadsherstel en Amsterdam. Architectuurhistoricus Walther Schoonenberg, journalist Fred Feddes en projectleider Paul Morel geven inzicht in de panden die Stadsherstel gered heeft van een wisse dood. Ook aan bod komen de krachten die in de jaren vijftig inwerkten op de binnenstad. Deze ontwikkeling zorgde 60 jaar geleden voor de oprichting van Stadsherstel. Ook wordt verteld over de Stadsherstel-formule die ook in andere (buitenlandse) steden bruikbaar is.","Meerdere data: Vanaf di 10 mei 2016 t/m di 25 oktober 2016.","Lezingenreeks Amsterdam en Stadsherstel","","","Multiple data: from Tu 10 May 2016 to Tu 25 October 2016.","","2.3.9","Amstelkerk","AMSTERDAM","Amstelveld 10","1017 JD","52,3624340","4,8980230","http://www.stadsherstel.nl/lezingen","https://media.iamsterdam.com/ndtrc/Images/a8/a8783be4-b9c4-45fa-bedd-f63e878254dc/48c0f461-7d88-4456-90bd-cebb56038797.jpg","https://media.iamsterdam.com/ndtrc/Images/a8/a8783be4-b9c4-45fa-bedd-f63e878254dc/48c0f461-7d88-4456-90bd-cebb56038797.jpg","","","10-05-2016,24-05-2016,14-06-2016,13-09-2016,04-10-2016,25-10-2016",NA,"2016-08-02 16:24:37",NA
"340","60dcccdd-2d8b-4cbd-9296-8de57ae0a5fc","The Inner Peace Conference","Ben je op zoek naar een manier om minder stress te ervaren? Zou je graag de pauzeknop van je gedachtes vinden en droom je van een liefdevollere wereld? Kom dan naar de eerste Inner Peace Conference ter wereld, die plaatsvindt in Amsterdam op 1 en 2 Oktober in De Duif, De Posthoornkerk, De Amstelkerk, De Vondelkerk en de Beurs van Berlage.","<h2>The Inner Peace Conference</h2> The Inner Peace Conference is een weekend vol yoga, meditatie, wijsheid en muziek. Er is een gevarieerd programma bestaande uit lezingen, workshops en concerten van internationaal gerespecteerde leraren als Eddie Stern, Tulku Lobsang Rinpoche, Katiza Satya, Juno Burger en Tijn Touber.<br /> <br /> <h2>Het Programma</h2> De conferentie is bedoeld voor iedereen die zich wil verdiepen in wijsheid, tradities en technieken die leiden naar innerlijke rust. Op zaterdag ligt de nadruk op het vinden en herkennen van innerlijke rust. Door middel van yoga en meditatietechnieken leer je naar binnen te keren (Yin). Op zondag leer je innerlijke rust om te zetten in actie (Yang) en het te integreren in je dagelijkse leven.<br /> <br /> Bekijk het hele <a href=&quot:http://innerpeaceconference.org/program/&quot: target=&quot:_blank&quot:><strong>programma</strong></a> en wees er snel bij voor de early bird tickets (tot 15 juni!).","Za 1 oktober 2016, zo 2 oktober 2016.","The Inner Peace Conference","Strike a healthier balance and reduce stress with the Inner Peace Conference. It takes place at De Duif, Posthoornkerk, Amstelkerk, Vondelkerk and the Beurs van Berlage on 1 & 2 October 2016.","","Sa 1 October 2016, Su 2 October 2016.","","2.3.9","Diverse Locaties / Various locations","AMSTERDAM","Diverse locaties / Various locations","1012 JS","52,3726380","4,8941060","http://innerpeaceconference.org","https://media.iamsterdam.com/ndtrc/Images/60/60dcccdd-2d8b-4cbd-9296-8de57ae0a5fc/37e0c8ec-4055-4aba-b382-1fdc4bf346ef.jpg,https://media.iamsterdam.com/ndtrc/Images/60/60dcccdd-2d8b-4cbd-9296-8de57ae0a5fc/21852a18-aa5e-4025-aa58-78cdff41800d.jpg,https://media.iamsterdam.com/ndtrc/Images/60/60dcccdd-2d8b-4cbd-9296-8de57ae0a5fc/95c2847e-7434-4644-b29c-b9f251470bfa.jpg,https://media.iamsterdam.com/ndtrc/Images/60/60dcccdd-2d8b-4cbd-9296-8de57ae0a5fc/3e505cc8-06e3-4d68-8784-78524b87f073.jpg,https://media.iamsterdam.com/ndtrc/Images/60/60dcccdd-2d8b-4cbd-9296-8de57ae0a5fc/e0b52bc6-e687-495b-bfae-e7e8712d89d8.jpg","https://media.iamsterdam.com/ndtrc/Images/60/60dcccdd-2d8b-4cbd-9296-8de57ae0a5fc/37e0c8ec-4055-4aba-b382-1fdc4bf346ef.jpg","","","01-10-2016,02-10-2016",NA,"2016-08-05 15:08:12",NA
"341","c9f11d94-785d-43dc-be28-746190448613","Lezing: Piet Kramer","Recentelijk is een boek verschenen over het bijzondere werk van architect Piet Kramer. Na aanleiding hiervan neemt Vrije Academie-docent Oene Dijk Kramer's werk onder de loep. In Café Belcampo in Amsterdam, op 3 september 2016. ","Piet Kramer (1881-1961) is als Nederlandse architect een van de voornaamste vertegenwoordigers van de Amsterdamse School. Hij is vooral bekend als bouwer van de Bijenkorf in Den Haag en van de ruim tweehonderd bruggen in Amsterdam. Oene Dijk vertelt over de bruggen in het stadscentrum en de technische bruggen over doorgaande vaarwegen, maar ook tientallen bruggen in het Amsterdamse Bos.","Za 3 september 2016 15:30 uur.","Lezing: Piet Kramer","","","Sa 3 September 2016 15:30 hour.","","2.3.9","Café Belcampo","AMSTERDAM","Hannie Dankbaarpassage 10","1053 RT","52,3666940","4,8686230","http://cafebelcampo.nl/","https://media.iamsterdam.com/ndtrc/Images/c9/c9f11d94-785d-43dc-be28-746190448613/cd550963-c84e-4c14-b6dc-aa22418cd305.jpg","https://media.iamsterdam.com/ndtrc/Images/c9/c9f11d94-785d-43dc-be28-746190448613/cd550963-c84e-4c14-b6dc-aa22418cd305.jpg","","","03-09-2016",NA,"2016-08-09 10:48:27",NA
